genome.position,type,gene,start,end,Operon.ID,strand
635875,CDS,Rv0543c,635805,636025,366,-
636213,CDS,Rv0544c,636143,636363,367,-
637541,Primary.TSS,Rv0545c,637471,637691,367,-
637969,Primary.TSS,Rv0546c,637899,638119,368,-
638916,CDS,Rv0547c,638846,639066,369,-
639979,Primary.TSS,Rv0548c,639909,640129,370,-
640856,Primary.TSS,Rv0549c,640786,641006,371,-
640904,CDS,Rv0550c,640834,641054,371,-
642811,Primary.TSS,Rv0551c,642741,642961,372,-
642889,CDS,Rv0552,642739,642959,373,+
644400,Primary.TSS,Rv0553,644250,644470,373,+
645467,CDS,Rv0554,645317,645537,373,+
646298,Primary.TSS,Rv0555,646148,646368,374,+
647959,CDS,Rv0556,647809,648029,374,+
648536,CDS,Rv0557,648386,648606,375,+
649689,Primary.TSS,Rv0558,649539,649759,375,+
650746,Primary.TSS,Rv0559c,650676,650896,376,-
651712,Primary.TSS,Rv0560c,651642,651862,376,-
652755,CDS,Rv0561c,652685,652905,376,-
652771,Primary.TSS,Rv0562,652621,652841,377,+
653837,Primary.TSS,Rv0563,653687,653907,378,+
655949,CDS,Rv0564c,655879,656099,379,-
657470,CDS,Rv0565c,657400,657620,380,-
658072,Primary.TSS,Rv0566c,658002,658222,381,-
658321,CDS,Rv0567,658237,658457,382,+
659449,Primary.TSS,Rv0568,659299,659519,383,+
660982,Primary.TSS,Rv0569,660832,661052,384,+
661295,CDS,Rv0570,661145,661365,384,+
664818,Primary.TSS,Rv0571c,664748,664968,385,-
665817,Primary.TSS,Rv0572c,665747,665967,386,-
667242,CDS,Rv0573c,667172,667392,387,-
668453,Primary.TSS,Rv0574c,668383,668603,387,-
670137,Primary.TSS,Rv0575c,670067,670287,388,-
669837,Primary.TSS,Rv0576,669687,669907,389,+
671166,CDS,Rv0577,671016,671236,389,+
676032,Primary.TSS,Rv0578c,675962,676182,390,-
676055,Primary.TSS,Rv0579,675905,676125,391,+
677616,Primary.TSS,Rv0580c,677546,677766,392,-
677710,CDS,Rv0581,677560,677780,393,+
677922,CDS,Rv0582,677772,677992,393,+
679145,Primary.TSS,Rv0583c,679075,679295,394,-
678861,Primary.TSS,Rv0584,678711,678931,395,+
684272,CDS,Rv0585c,684202,684422,396,-
684410,Primary.TSS,Rv0586,684260,684480,397,+
685129,CDS,Rv0587,684979,685199,397,+
685928,CDS,Rv0588,685778,685998,397,+
686821,CDS,Rv0589,686671,686891,397,+
688032,CDS,Rv0590,687882,688102,397,+
688808,CDS,Rv0590A,688658,688878,397,+
689059,CDS,Rv0591,688909,689129,397,+
690501,CDS,Rv0592,690351,690571,397,+
692024,CDS,Rv0593,691874,692094,397,+
693237,CDS,Rv0594,693087,693307,397,+
695231,CDS,Rv0595c,695161,695381,398,-
695485,Primary.TSS,Rv0596c,695415,695635,398,-
696903,CDS,Rv0597c,696833,697053,399,-
697567,CDS,Rv0598c,697497,697717,400,-
697800,Primary.TSS,Rv0599c,697730,697950,400,-
698410,CDS,Rv0600c,698340,698560,401,-
698994,CDS,Rv0601c,698924,699144,402,-
699799,CDS,Rv0602c,699729,699949,403,-
699856,CDS,Rv0603,699706,699926,404,+
700239,CDS,Rv0604,700089,700309,405,+
701406,CDS,Rv0605,701256,701476,406,+
702016,CDS,Rv0606,701866,702086,406,+
702813,CDS,Rv0607,702663,702883,407,+
703244,CDS,Rv0608,703094,703314,408,+
703486,CDS,Rv0609,703336,703556,408,+
703830,CDS,Rv0609A,703680,703900,408,+
706243,Primary.TSS,Rv0610c,706173,706393,409,-
706344,CDS,Rv0611c,706274,706494,410,-
706075,Primary.TSS,Rv0612,705925,706145,411,+
709515,Primary.TSS,Rv0613c,709445,709665,412,-
709356,CDS,Rv0614,709206,709426,413,+
710345,CDS,Rv0615,710195,710415,413,+
710850,CDS,Rv0616c,710780,711000,414,-
711006,CDS,Rv0617,710856,711076,415,+
711536,CDS,Rv0618,711386,711606,416,+
712174,CDS,Rv0619,712024,712244,416,+
712716,CDS,Rv0620,712566,712786,416,+
714190,Primary.TSS,Rv0621,714040,714260,417,+
715370,CDS,Rv0622,715782,716002,418,+
716410,Primary.TSS,Rv0623,716260,716480,419,+
716664,CDS,Rv0624,716514,716734,419,+
717896,Primary.TSS,Rv0625c,717826,718046,420,-
718025,Primary.TSS,Rv0626,717875,718095,421,+
718282,CDS,Rv0627,718132,718352,421,+
720014,Primary.TSS,Rv0628c,719944,720164,422,-
721732,CDS,Rv0629c,721662,721882,423,-
725013,CDS,Rv0630c,724943,725163,423,-
728306,CDS,Rv0631c,728236,728456,423,-
729278,Primary.TSS,Rv0632c,729208,729428,424,-
730163,Primary.TSS,Rv0633c,730093,730313,425,-
731113,CDS,Rv0634A,731028,731248,426,+
731494,Primary.TSS,Rv0634B,731344,731564,427,+
731178,Primary.TSS,Rv0634c,731108,731328,428,-
731930,Primary.TSS,Rv0635,731780,732000,429,+
732393,CDS,Rv0636,732243,732463,429,+
732825,CDS,Rv0637,732675,732895,429,+
733362,Primary.TSS,Rv0638,733212,733432,430,+
734104,Primary.TSS,Rv0639,733954,734174,430,+
735022,CDS,Rv0640,735092,735312,431,+
735242,Primary.TSS,Rv0641,735092,735312,432,+
737257,Primary.TSS,Rv0642c,737187,737407,433,-
738191,Primary.TSS,Rv0643c,738121,738341,434,-
739243,Primary.TSS,Rv0644c,739173,739393,435,-
740187,CDS,Rv0645c,740117,740337,436,-
741139,CDS,Rv0646c,741069,741289,437,-
742617,CDS,Rv0647c,742547,742767,437,-
742719,CDS,Rv0648,742569,742789,438,+
746363,CDS,Rv0649,746213,746433,438,+
747037,CDS,Rv0650,746887,747107,438,+
748059,Primary.TSS,Rv0651,747909,748129,439,+
748849,CDS,Rv0652,748699,748919,439,+
749929,CDS,Rv0653c,749859,750079,440,-
749967,Primary.TSS,Rv0654,749817,750037,441,+
751258,Primary.TSS,Rv0655,751108,751328,441,+
753367,CDS,Rv0656c,753297,753517,442,-
753643,Primary.TSS,Rv0657c,753573,753793,443,-
754409,Primary.TSS,Rv0658c,754339,754559,444,-
754993,CDS,Rv0659c,754923,755143,445,-
755231,Primary.TSS,Rv0660c,755161,755381,445,-
755772,CDS,Rv0661c,755702,755922,446,-
756137,CDS,Rv0662c,756067,756287,446,-
756115,Primary.TSS,Rv0663,755965,756185,447,+
758532,CDS,Rv0664,758382,758602,447,+
758801,CDS,Rv0665,758651,758871,447,+
759136,CDS,Rv0666,758986,759206,447,+
759592,Primary.TSS,Rv0667,759442,759662,448,+
763370,CDS,Rv0668,766961,767181,449,+
769597,CDS,Rv0669c,769527,769747,450,-
769792,Primary.TSS,Rv0670,769642,769862,451,+
770582,Primary.TSS,Rv0671,770432,770652,451,+
771484,Primary.TSS,Rv0672,771334,771554,452,+
773123,CDS,Rv0673,772973,773193,452,+
774064,CDS,Rv0674,773914,774134,452,+
774783,CDS,Rv0675,774633,774853,452,+
778600,Primary.TSS,Rv0676c,778530,778750,453,-
778967,Primary.TSS,Rv0677c,778897,779117,453,-
778988,Primary.TSS,Rv0678,778838,779058,454,+
780040,CDS,Rv0679c,779970,780190,455,-
780472,Primary.TSS,Rv0680c,780402,780622,455,-
780721,CDS,Rv0681,780571,780791,456,+
781376,Primary.TSS,Rv0682,781226,781446,457,+
781934,CDS,Rv0683,781784,782004,457,+
782485,CDS,Rv0684,782732,782952,458,+
784748,Primary.TSS,Rv0685,784598,784818,459,+
786120,Primary.TSS,Rv0686,785970,786190,460,+
787099,CDS,Rv0687,786949,787169,461,+
787940,CDS,Rv0688,787790,788010,461,+
789411,CDS,Rv0689c,789341,789561,462,-
791272,Primary.TSS,Rv0690c,791202,791422,463,-
791666,CDS,Rv0691c,791596,791816,463,-
791713,Primary.TSS,Rv0692,791563,791783,464,+
792157,CDS,Rv0693,792007,792227,464,+
793335,CDS,Rv0694,793185,793405,464,+
794715,CDS,Rv0695,794886,795106,465,+
795519,CDS,Rv0696,795369,795589,466,+
796933,CDS,Rv0697,796783,797003,466,+
798673,Primary.TSS,Rv0698,798523,798743,467,+
799629,CDS,Rv0699,799479,799699,468,+
800203,Primary.TSS,Rv0700,800053,800273,469,+
800357,Primary.TSS,Rv0701,800207,800427,469,+
801370,Primary.TSS,Rv0702,801220,801440,469,+
801970,Primary.TSS,Rv0703,801820,802040,469,+
802392,Primary.TSS,Rv0704,802242,802462,470,+
803411,CDS,Rv0705,803261,803481,471,+
803689,CDS,Rv0706,803539,803759,471,+
804282,CDS,Rv0707,804132,804352,471,+
805110,CDS,Rv0708,804960,805180,471,+
805404,Primary.TSS,Rv0709,805254,805474,471,+
805756,CDS,Rv0710,805606,805826,471,+
806300,Primary.TSS,Rv0711,806150,806370,472,+
808746,Primary.TSS,Rv0712,808596,808816,473,+
809893,Primary.TSS,Rv0713,809743,809963,474,+
811228,Primary.TSS,Rv0714,811078,811298,475,+
811742,CDS,Rv0715,811592,811812,475,+
812059,CDS,Rv0716,811909,812129,475,+
812627,CDS,Rv0717,812477,812697,475,+
812976,CDS,Rv0718,812826,813046,476,+
813387,Primary.TSS,Rv0719,813237,813457,476,+
813620,Primary.TSS,Rv0720,813470,813690,476,+
814328,CDS,Rv0721,814178,814398,476,+
814993,CDS,Rv0722,814843,815063,476,+
815190,CDS,Rv0723,815040,815260,476,+
815507,Primary.TSS,Rv0724,815357,815577,476,+
818510,Primary.TSS,Rv0725c,818440,818660,478,-
819640,CDS,Rv0726c,819570,819790,479,-
820499,CDS,Rv0727c,820429,820649,480,-
821476,CDS,Rv0728c,821406,821626,480,-
821507,CDS,Rv0729,821357,821577,481,+
822866,CDS,Rv0730,822716,822936,481,+
824639,CDS,Rv0731c,824569,824789,482,-
824715,Primary.TSS,Rv0732,824565,824785,483,+
826122,CDS,Rv0733,825972,826192,483,+
826670,CDS,Rv0734,826520,826740,483,+
827421,Primary.TSS,Rv0735,827271,827491,484,+
828140,CDS,Rv0736,828077,828297,485,+
829207,CDS,Rv0737,829057,829277,486,+
830062,CDS,Rv0738,829912,830132,487,+
830855,CDS,Rv0739,830705,830925,488,+
831776,CDS,Rv0740,831844,832064,489,+
832425,Primary.TSS,Rv0741,832275,832495,490,+
832981,CDS,Rv0742,832831,833051,491,+
834443,CDS,Rv0743c,834373,834593,492,-
834946,Primary.TSS,Rv0744c,834876,835096,492,-
835154,CDS,Rv0745,835004,835224,493,+
835701,CDS,Rv0746,835551,835771,493,+
838375,Primary.TSS,Rv0747,838225,838445,494,+
840947,Primary.TSS,Rv0748,840797,841017,495,+
841228,CDS,Rv0749,841078,841298,495,+
841917,Primary.TSS,Rv0749A,841847,842067,496,-
842029,Primary.TSS,Rv0750,841879,842099,497,+
843231,CDS,Rv0751c,843161,843381,498,-
844414,CDS,Rv0752c,844344,844564,498,-
845993,Primary.TSS,Rv0753c,845923,846143,498,-
846159,CDS,Rv0754,847713,847933,499,+
850849,Primary.TSS,Rv0755A,850779,850999,500,-
850506,Primary.TSS,Rv0755c,850436,850656,501,-
851739,Primary.TSS,Rv0756c,851669,851889,502,-
851607,Primary.TSS,Rv0757,851457,851677,503,+
852061,Primary.TSS,Rv0758,851911,852131,504,+
854157,CDS,Rv0759c,854087,854307,505,-
854686,CDS,Rv0760c,854616,854836,506,-
855892,Primary.TSS,Rv0761c,855822,856042,506,-
856470,CDS,Rv0762c,856400,856620,507,-
856679,CDS,Rv0763c,856609,856829,507,-
858037,CDS,Rv0764c,857967,858187,507,-
858864,CDS,Rv0765c,858794,859014,507,-
860072,CDS,Rv0766c,860002,860222,507,-
860710,Primary.TSS,Rv0767c,860640,860860,507,-
860912,CDS,Rv0768,860762,860982,508,+
862412,CDS,Rv0769,862262,862482,508,+
863256,CDS,Rv0770,863106,863326,509,+
864140,CDS,Rv0771,863990,864210,509,+
864586,CDS,Rv0772,864436,864656,509,+
867389,CDS,Rv0773c,867319,867539,510,-
868351,CDS,Rv0774c,868281,868501,511,-
868281,Primary.TSS,Rv0775,868131,868351,512,+
869763,CDS,Rv0776c,869693,869913,513,-
869997,Primary.TSS,Rv0777,869847,870067,514,+
871431,CDS,Rv0778,871281,871501,514,+
873292,CDS,Rv0779c,873222,873442,515,-
873085,Primary.TSS,Rv0780,872935,873155,516,+
874233,CDS,Rv0781,874083,874303,516,+
874552,Primary.TSS,Rv0782,874402,874622,516,+
878440,CDS,Rv0783c,878370,878590,517,-
878638,CDS,Rv0784,878488,878708,518,+
879340,CDS,Rv0785,879190,879410,518,+
881713,Primary.TSS,Rv0786c,881643,881863,519,-
881459,CDS,Rv0787,882237,882457,520,+
882524,CDS,Rv0787A,882374,882594,521,+
882760,CDS,Rv0788,882610,882830,521,+
884050,CDS,Rv0789c,883980,884200,522,-
884800,CDS,Rv0790c,884730,884950,522,-
885840,CDS,Rv0791c,885770,885990,522,-
886879,Primary.TSS,Rv0792c,886809,887029,522,-
886719,CDS,Rv0793,886729,886949,523,+
888662,Primary.TSS,Rv0794c,888592,888812,524,-
889072,CDS,Rv0795,888922,889142,525,+
889395,CDS,Rv0796,889245,889465,525,+
890314,Primary.TSS,Rv0797,890164,890384,526,+
892269,CDS,Rv0798c,892199,892419,527,-
893273,CDS,Rv0799c,893203,893423,527,-
893318,CDS,Rv0800,893168,893388,528,+
894631,Primary.TSS,Rv0801,894481,894701,528,+
895628,CDS,Rv0802c,895558,895778,529,-
895781,Primary.TSS,Rv0803,895631,895851,530,+
898081,CDS,Rv0804,897931,898151,530,+
898791,Primary.TSS,Rv0805,898641,898861,531,+
901330,CDS,Rv0806c,901260,901480,532,-
901635,Primary.TSS,Rv0807,901485,901705,533,+
902111,CDS,Rv0808,901961,902181,534,+
903433,Primary.TSS,Rv0809,903283,903503,534,+
905163,Primary.TSS,Rv0810c,905093,905313,535,-
906340,Primary.TSS,Rv0811c,906270,906490,536,-
906403,Primary.TSS,Rv0812,906253,906473,537,+
908113,Primary.TSS,Rv0813c,908043,908263,538,-
908483,CDS,Rv0814c,908413,908633,539,-
909581,Primary.TSS,Rv0815c,909511,909731,539,-
910033,CDS,Rv0816c,909963,910183,540,-
910842,CDS,Rv0817c,910772,910992,540,-
910938,Primary.TSS,Rv0818,910788,911008,541,+
911712,Primary.TSS,Rv0819,911562,911782,541,+
912726,CDS,Rv0820,912576,912796,542,+
914199,Primary.TSS,Rv0821c,914129,914349,543,-
916423,Primary.TSS,Rv0822c,916353,916573,544,-
917935,Primary.TSS,Rv0823c,917865,918085,545,-
918781,Primary.TSS,Rv0824c,918711,918931,546,-
919635,Primary.TSS,Rv0825c,919565,919785,547,-
919575,Primary.TSS,Rv0826,919425,919645,548,+
921133,Primary.TSS,Rv0827c,921063,921283,549,-
921613,CDS,Rv0828c,921543,921763,550,-
921575,CDS,Rv0829,921425,921645,551,+
921933,Primary.TSS,Rv0830,921783,922003,552,+
923711,Primary.TSS,Rv0831c,923641,923861,553,-
924874,Primary.TSS,Rv0832,924724,924944,554,+
924989,Primary.TSS,Rv0833,924839,925059,554,+
930485,CDS,Rv0834c,930415,930635,555,-
930544,Primary.TSS,Rv0835,930394,930614,556,+
932932,CDS,Rv0836c,932862,933082,557,-
934031,CDS,Rv0837c,933961,934181,558,-
934720,Primary.TSS,Rv0838,934570,934790,559,+
935550,Primary.TSS,Rv0839,935400,935620,560,+
937317,CDS,Rv0840c,937247,937467,561,-
937593,CDS,Rv0841,937443,937663,562,+
938112,CDS,Rv0842,937962,938182,563,+
939388,CDS,Rv0843,939238,939458,563,+
941120,Primary.TSS,Rv0844c,941050,941270,564,-
941190,CDS,Rv0845,941528,941748,565,+
944224,Primary.TSS,Rv0846c,944154,944374,566,-
944328,Primary.TSS,Rv0847,944178,944398,567,+
944938,CDS,Rv0848,944788,945008,568,+
946056,CDS,Rv0849,945906,946126,568,+
947312,CDS,Rv0850,947162,947382,568,+
948468,Primary.TSS,Rv0851c,948398,948618,569,-
948559,CDS,Rv0852,948409,948629,570,+
951118,Primary.TSS,Rv0853c,951048,951268,571,-
951183,Primary.TSS,Rv0854,951033,951253,572,+
951632,CDS,Rv0855,951482,951702,572,+
952769,Primary.TSS,Rv0856,952619,952839,573,+
953257,CDS,Rv0857,953107,953327,573,+
954920,CDS,Rv0858c,954850,955070,574,-
955011,Primary.TSS,Rv0859,954861,955081,575,+
956293,CDS,Rv0860,956143,956363,575,+
960333,Primary.TSS,Rv0861c,960263,960483,576,-
962613,Primary.TSS,Rv0862c,962543,962763,577,-
962599,CDS,Rv0863,962449,962669,578,+
962680,Primary.TSS,Rv0864,962530,962750,578,+
963390,CDS,Rv0865,963240,963460,578,+
963869,CDS,Rv0866,963719,963939,578,+
965535,CDS,Rv0867c,965465,965685,579,-
966261,CDS,Rv0868c,966191,966411,580,-
967347,CDS,Rv0869c,967277,967497,580,-
967748,Primary.TSS,Rv0870c,967678,967898,580,-
967726,Primary.TSS,Rv0871,967576,967796,581,+
970282,Primary.TSS,Rv0872c,970212,970432,582,-
970455,Primary.TSS,Rv0873,970305,970525,583,+
973706,CDS,Rv0874c,973636,973856,584,-
974294,CDS,Rv0875c,974224,974444,585,-
975970,Primary.TSS,Rv0876c,975900,976120,585,-
976052,Primary.TSS,Rv0877,975902,976122,586,+
978203,CDS,Rv0878c,978133,978353,587,-
978756,CDS,Rv0879c,978686,978906,588,-
978917,Primary.TSS,Rv0880,978767,978987,589,+
979362,CDS,Rv0881,979212,979432,589,+
980225,CDS,Rv0882,980075,980295,589,+
981311,Primary.TSS,Rv0883c,981241,981461,590,-
982554,Primary.TSS,Rv0884c,982484,982704,591,-
982724,Primary.TSS,Rv0885,982574,982794,592,+
983803,CDS,Rv0886,983653,983873,592,+
985971,CDS,Rv0887c,985901,986121,593,-
987053,Primary.TSS,Rv0888,986903,987123,594,+
989861,Primary.TSS,Rv0889c,989791,990011,595,-
992905,Primary.TSS,Rv0890c,992835,993055,596,-
993739,Primary.TSS,Rv0891c,993669,993889,596,-
993801,Primary.TSS,Rv0892,993651,993871,597,+
996295,Primary.TSS,Rv0893c,996225,996445,598,-
996447,Primary.TSS,Rv0894,996297,996517,599,+
997782,CDS,Rv0895,997632,997852,600,+
999424,Primary.TSS,Rv0896,999274,999494,601,+
1002415,CDS,Rv0897c,1002345,1002565,602,-
1002704,Primary.TSS,Rv0898c,1002634,1002854,602,-
1002764,Primary.TSS,Rv0899,1002614,1002834,603,+
1003805,CDS,Rv0900,1003655,1003875,603,+
1003957,CDS,Rv0901,1003807,1004027,603,+
1005841,CDS,Rv0902c,1005771,1005991,604,-
1006562,CDS,Rv0903c,1006492,1006712,604,-
1008180,CDS,Rv0904c,1008110,1008330,605,-
1008207,Primary.TSS,Rv0905,1008057,1008277,606,+
1008944,CDS,Rv0906,1008794,1009014,606,+
1010136,CDS,Rv0907,1009986,1010206,607,+
1011731,CDS,Rv0908,1011581,1011801,607,+
1014642,Primary.TSS,Rv0909,1014492,1014712,608,+
1014866,CDS,Rv0910,1014716,1014936,608,+
1015398,CDS,Rv0911,1015248,1015468,609,+
1016236,CDS,Rv0912,1016086,1016306,610,+
1018725,CDS,Rv0913c,1018655,1018875,611,-
1019965,Primary.TSS,Rv0914c,1019895,1020115,611,-
1021329,CDS,Rv0915c,1021259,1021479,612,-
1021685,Primary.TSS,Rv0916c,1021615,1021835,612,-
1022087,CDS,Rv0917,1023533,1023753,613,+
1024211,CDS,Rv0918,1024061,1024281,614,+
1024400,Primary.TSS,Rv0919,1024250,1024470,614,+
1027278,Primary.TSS,Rv0920c,1027208,1027428,615,-
1027095,Primary.TSS,Rv0921,1026945,1027165,616,+
1027586,Primary.TSS,Rv0922,1027436,1027656,616,+
1030577,CDS,Rv0923c,1030507,1030727,617,-
1031864,CDS,Rv0924c,1031794,1032014,617,-
1032633,CDS,Rv0925c,1032563,1032783,617,-
1033786,CDS,Rv0926c,1033716,1033936,618,-
1034631,CDS,Rv0927c,1034561,1034781,619,-
1034851,Primary.TSS,Rv0928,1034701,1034921,620,+
1036028,CDS,Rv0929,1035878,1036098,620,+
1036999,CDS,Rv0930,1036849,1037069,620,+
1040131,Primary.TSS,Rv0931c,1040061,1040281,621,-
1041165,Primary.TSS,Rv0932c,1041095,1041315,621,-
1041264,Primary.TSS,Rv0933,1041114,1041334,622,+
1042115,CDS,Rv0934,1041965,1042185,622,+
1043299,CDS,Rv0935,1043149,1043369,623,+
1044317,CDS,Rv0936,1044167,1044387,623,+
1046032,Primary.TSS,Rv0937c,1045962,1046182,624,-
1046136,Primary.TSS,Rv0938,1045986,1046206,625,+
1048412,CDS,Rv0939,1048262,1048482,625,+
1051459,CDS,Rv0940c,1051389,1051609,626,-
1052519,Primary.TSS,Rv0941c,1052449,1052669,627,-
1052360,CDS,Rv0942,1052457,1052677,628,+
1053736,CDS,Rv0943c,1053666,1053886,629,-
1053765,CDS,Rv0944,1053615,1053835,630,+
1053924,Primary.TSS,Rv0945,1053774,1053994,630,+
1056685,Primary.TSS,Rv0946c,1056615,1056835,631,-
1057530,CDS,Rv0947c,1057460,1057680,632,-
1058093,Primary.TSS,Rv0948c,1058023,1058243,632,-
1058257,Primary.TSS,Rv0949,1058107,1058327,633,+
1061729,Primary.TSS,Rv0950c,1061659,1061879,634,-
1061896,Primary.TSS,Rv0951,1061746,1061966,635,+
1063140,CDS,Rv0952,1062990,1063210,635,+
1064962,CDS,Rv0953c,1064892,1065112,636,-
1065077,Primary.TSS,Rv0954,1064927,1065147,637,+
1066078,CDS,Rv0955,1065928,1066148,637,+
1067561,Primary.TSS,Rv0956,1067411,1067631,638,+
1068205,CDS,Rv0957,1068055,1068275,638,+
1069880,Primary.TSS,Rv0958,1069730,1069950,639,+
1071255,CDS,Rv0959,1071105,1071325,639,+
1073545,CDS,Rv0960,1073395,1073615,640,+
1074074,CDS,Rv0961,1074083,1074303,641,+
1075114,CDS,Rv0962c,1075044,1075264,642,-
1076097,CDS,Rv0963c,1076027,1076247,643,-
1076678,CDS,Rv0964c,1076608,1076828,644,-
1077197,CDS,Rv0965c,1077127,1077347,645,-
1077835,CDS,Rv0966c,1077765,1077985,645,-
1077954,Primary.TSS,Rv0967,1077804,1078024,646,+
1078391,CDS,Rv0968,1078395,1078615,647,+
1078545,Primary.TSS,Rv0969,1078395,1078615,648,+
1081052,CDS,Rv0970,1080902,1081122,648,+
1082584,CDS,Rv0971c,1082514,1082734,649,-
1083750,CDS,Rv0972c,1083680,1083900,649,-
1085750,CDS,Rv0973c,1085680,1085900,649,-
1087345,CDS,Rv0974c,1087275,1087495,649,-
1088496,CDS,Rv0975c,1088426,1088646,649,-
1090175,CDS,Rv0976c,1090105,1090325,649,-
1090328,Primary.TSS,Rv0977,1090178,1090398,650,+
1094356,CDS,Rv0978c,1094286,1094506,651,-
1094818,Primary.TSS,Rv0979A,1094668,1094888,652,+
1094864,CDS,Rv0979c,1094794,1095014,653,-
1096451,CDS,Rv0980c,1096381,1096601,654,-
1096822,Primary.TSS,Rv0981,1096672,1096892,655,+
1097361,Primary.TSS,Rv0982,1097211,1097431,655,+
1099044,Primary.TSS,Rv0983,1098894,1099114,656,+
1100460,CDS,Rv0984,1100310,1100530,656,+
1101480,CDS,Rv0985c,1101410,1101630,657,-
1101803,CDS,Rv0986,1101653,1101873,658,+
1102542,CDS,Rv0987,1102392,1102612,658,+
1105116,CDS,Rv0988,1104966,1105186,658,+
1107382,CDS,Rv0989c,1107312,1107532,659,-
1108099,CDS,Rv0990c,1108029,1108249,660,-
1108530,Primary.TSS,Rv0991c,1108460,1108680,661,-
1109171,CDS,Rv0992c,1109101,1109321,662,-
1109271,Primary.TSS,Rv0993,1109121,1109341,663,+
1110269,CDS,Rv0994,1110367,1110587,664,+
1111612,CDS,Rv0995,1111462,1111682,665,+
1112311,Primary.TSS,Rv0996,1112161,1112381,666,+
1113861,Primary.TSS,Rv0997,1113711,1113931,667,+
1114748,CDS,Rv0998,1114598,1114818,667,+
1115767,CDS,Rv0999,1115617,1115837,667,+
1117148,CDS,Rv1000c,1117078,1117298,668,-
1117185,Primary.TSS,Rv1001,1117035,1117255,669,+
1119997,Primary.TSS,Rv1002c,1119927,1120147,670,-
1120022,CDS,Rv1003,1119872,1120092,671,+
1122148,CDS,Rv1004c,1122078,1122298,672,-
1123598,CDS,Rv1005c,1123528,1123748,673,-
1123589,Primary.TSS,Rv1006,1123439,1123659,674,+
1127003,CDS,Rv1007c,1126933,1127153,675,-
1127089,CDS,Rv1008,1127726,1127946,676,+
1127955,Primary.TSS,Rv1009,1127805,1128025,677,+
1129152,CDS,Rv1010,1129002,1129222,677,+
1130155,Primary.TSS,Rv1011,1130005,1130225,678,+
1131128,CDS,Rv1012,1130978,1131198,678,+
1131483,Primary.TSS,Rv1013,1131333,1131553,679,+
1133908,CDS,Rv1014c,1133838,1134058,680,-
1134697,Primary.TSS,Rv1015c,1134627,1134847,680,-
1135465,CDS,Rv1016c,1135395,1135615,681,-
1136515,Primary.TSS,Rv1017c,1136445,1136665,681,-
1138124,Primary.TSS,Rv1018c,1138054,1138274,682,-
1138249,Primary.TSS,Rv1019,1138099,1138319,683,+
1138964,Primary.TSS,Rv1020,1138814,1139034,684,+
1142671,CDS,Rv1021,1142521,1142741,684,+
1143736,CDS,Rv1022,1143586,1143806,685,+
1144564,CDS,Rv1023,1144414,1144634,686,+
1145858,CDS,Rv1024,1145708,1145928,686,+
1146561,CDS,Rv1025,1146411,1146631,686,+
1147019,CDS,Rv1026,1146869,1147089,686,+
1149107,CDS,Rv1027c,1149037,1149257,687,-
1151920,CDS,Rv1028A,1151770,1151990,688,+
1151686,CDS,Rv1028c,1151616,1151836,689,-
1152012,CDS,Rv1029,1151862,1152082,690,+
